PARK,PARK NUMBER,FACILITY NAME,FACILITY TYPE,X COORDINATE,Y COORDINATE,LOCATION
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,1153459.6860100001,1867377.3942100001,"(41.791922, -87.712829)"
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,1153408.2970100001,1867391.2832899999,"(41.791961, -87.713017)"
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,1153458.9914599999,1867451.0052799999,"(41.792124, -87.71283)"
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,1153416.63032,1867485.0330999999,"(41.792218, -87.712984)"
"SENKA (EDWARD ""DUKE"")",309,BASKETBALL BACKBOARD,OUTDOOR,1153406.9082299999,1867431.5611,"(41.792071, -87.713021)"
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,1165226.9692299999,1939114.8097900001,"(41.988533, -87.66764)"
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,1165238.2539900001,1939193.3690200001,"(41.988749, -87.667596)"
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,1165162.2990900001,1939167.3274000001,"(41.988679, -87.667876)"
SENN (NICHOLAS),227,BASKETBALL BACKBOARD,OUTDOOR,1165111.0836400001,1939166.0252400001,"(41.988676, -87.668064)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173394.7553900001,1907734.6281300001,"(41.902247, -87.638533)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173454.87601,1907739.53593,"(41.902259, -87.638312)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173513.7695899999,1907740.76296,"(41.902261, -87.638096)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173605.79106,1907733.4010999999,"(41.902239, -87.637758)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173602.10996,1907819.2877400001,"(41.902475, -87.637769)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173510.0888199999,1907821.74147,"(41.902483, -87.638107)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173454.87601,1907818.0607,"(41.902475, -87.63831)"
SEWARD (WILLIAM),108,BASKETBALL BACKBOARD,OUTDOOR,1173397.20945,1907814.3799399999,"(41.902466, -87.638522)"
SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,1129262.29641,1922408.1571800001,"(41.943379, -87.800306)"
SHABBONA,148,BASKETBALL BACKBOARD,OUTDOOR,1129266.4630700001,1922337.32366,"(41.943185, -87.800292)"
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,1152347.58128,1888624.1499399999,"(41.850247, -87.716348)"
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,1152312.18306,1888598.6634500001,"(41.850178, -87.716478)"
SHEDD (JOHN G.),212,BASKETBALL BACKBOARD,OUTDOOR,1152274.42493,1888620.37436,"(41.850239, -87.716616)"
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,1168882.39368,1869812.6698499999,"(41.798285, -87.656206)"
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,1168877.18536,1869892.53091,"(41.798504, -87.656223)"
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,1168806.8728400001,1869888.1906999999,"(41.798494, -87.656481)"
SHERMAN (JOHN),7,BASKETBALL BACKBOARD,OUTDOOR,1168809.4768300001,1869810.9336300001,"(41.798282, -87.656474)"
SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,1174680.5487500001,1867007.8316299999,"(41.790461, -87.635027)"
SHERWOOD (JESSE),1014,BASKETBALL BACKBOARD,OUTDOOR,1174677.7141100001,1867083.4190799999,"(41.790668, -87.635035)"
SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,1152443.4554300001,1910885.0207799999,"(41.911332, -87.715407)"
SIMONS (ALMIRA),124,BASKETBALL BACKBOARD,OUTDOOR,1152374.1347000001,1910883.8843,"(41.91133, -87.715662)"
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,1167537.7680899999,1899583.1985599999,"(41.880007, -87.660282)"
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,1167539.33075,1899514.4483700001,"(41.879818, -87.660278)"
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,1167466.41423,1899512.3650499999,"(41.879814, -87.660546)"
SKINNER (MARK),211,BASKETBALL BACKBOARD,OUTDOOR,1167463.2892400001,1899581.11524,"(41.880003, -87.660555)"
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,1175942.4359899999,1839159.1330599999,"(41.714012, -87.631233)"
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,1175939.5360600001,1839225.8304300001,"(41.714195, -87.631242)"
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,1175868.00569,1839222.9305100001,"(41.714189, -87.631504)"
SMITH (WENDELL),272,BASKETBALL BACKBOARD,OUTDOOR,1175867.03883,1839155.26627,"(41.714003, -87.631509)"
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,1167062.48459,1919151.06855,"(41.933713, -87.661464)"
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,1167094.40644,1919170.2985,"(41.933765, -87.661346)"
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,1167060.5617,1919192.6055399999,"(41.933827, -87.66147)"
SOUTH LAKEVIEW,290,BASKETBALL BACKBOARD,OUTDOOR,1167027.8704899999,1919170.2985,"(41.933766, -87.661591)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171689.96976,1909139.19126,"(41.906139, -87.644754)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171621.82718,1909138.3231599999,"(41.906138, -87.645004)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171693.87592,1909008.5488100001,"(41.90578, -87.644743)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171696.4799200001,1908935.6322900001,"(41.90558, -87.644736)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171622.2612300001,1909006.3788699999,"(41.905776, -87.645006)"
STANTON (EDWIN),109,BASKETBALL BACKBOARD,OUTDOOR,1171623.5634000001,1908933.89607,"(41.905577, -87.645004)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176413.8710700001,1880375.80489,"(41.827105, -87.628269)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176433.83626,1880331.9683699999,"(41.826984, -87.628197)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176409.5305300001,1880262.0899,"(41.826793, -87.628289)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176364.8259000001,1880244.2946599999,"(41.826745, -87.628453)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176343.55855,1880288.9996199999,"(41.826868, -87.62853)"
STATEWAY,266,BASKETBALL BACKBOARD,OUTDOOR,1176366.5617800001,1880354.9716,"(41.827049, -87.628443)"
SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR,1181429.6376199999,1877258.8189999999,"(41.818437, -87.609964)"
SUMAC,1273,BASKETBALL BACKBOARD,OUTDOOR,1181431.5802,1877190.3886899999,"(41.818249, -87.609959)"
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,1176533.39478,1873527.84549,"(41.808311, -87.628037)"
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,1176530.5302899999,1873598.15802,"(41.808504, -87.628045)"
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,1176455.0094399999,1873597.11635,"(41.808503, -87.628322)"
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,1176458.65543,1873525.2411700001,"(41.808305, -87.628311)"
TAYLOR (ROBERT ROCHON),271,BASKETBALL BACKBOARD,OUTDOOR,1176426.8844999999,1873561.9599299999,"(41.808407, -87.628427)"
THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,1168121.36928,1891274.3956299999,"(41.857194, -87.658379)"
THROOP (AMOS GAGER),1159,BASKETBALL BACKBOARD,OUTDOOR,1168057.18175,1891273.42811,"(41.857193, -87.658614)"
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,1184091.37081,1862629.39386,"(41.778231, -87.600657)"
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,1184089.6345899999,1862676.9255900001,"(41.778361, -87.600662)"
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,1184019.53073,1862675.84029,"(41.77836, -87.600919)"
TILL-MOBLEY (MAMIE),1154,BASKETBALL BACKBOARD,OUTDOOR,1184019.96478,1862626.7892100001,"(41.778226, -87.600919)"
TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,1147194.5666499999,1901358.57953,"(41.885292, -87.734934)"
TILTON (GEORGE),1064,BASKETBALL BACKBOARD,OUTDOOR,1147202.71985,1901424.13255,"(41.885472, -87.734903)"
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,1162294.07057,1899337.4979399999,"(41.879444, -87.679543)"
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,1162364.20954,1899338.8867200001,"(41.879446, -87.679285)"
"TOUHY-HERBERT (JOHN, VICTOR)",1065,BASKETBALL BACKBOARD,OUTDOOR,1162362.4733200001,1899422.5673199999,"(41.879676, -87.679289)"
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,1164123.76639,1950542.6429099999,"(42.019915, -87.671372)"
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,1164111.1637200001,1950542.6429099999,"(42.019915, -87.671419)"
WHITE (WILLYE B.),1043,BASKETBALL BACKBOARD,OUTDOOR,1164045.3498800001,1950543.3430399999,"(42.019919, -87.671661)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,1163116.0748300001,1909702.94309,"(41.90787, -87.676233)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,1163085.17234,1909726.9013700001,"(41.907937, -87.676346)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,1163060.5194999999,1909699.47098,"(41.907862, -87.676437)"
"WICKER (CHARLES, JOEL)",214,BASKETBALL BACKBOARD,OUTDOOR,1163088.6444399999,1909673.0819300001,"(41.907789, -87.676335)"
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,1134837.7229299999,1945640.49425,"(42.007034, -87.77926)"
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,1134791.28207,1945640.9283,"(42.007036, -87.779431)"
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,1134774.35494,1945599.6957700001,"(42.006923, -87.779495)"
WILDWOOD,257,BASKETBALL BACKBOARD,OUTDOOR,1134820.7957899999,1945597.95955,"(42.006918, -87.779324)"
WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,1176149.6806600001,1886216.4861300001,"(41.843138, -87.629063)"
WILLIAMS (DANIEL HALE),261,BASKETBALL BACKBOARD,OUTDOOR,1176074.2569200001,1886207.0104199999,"(41.843114, -87.62934)"
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,1140465.8852299999,1929944.0984700001,"(41.96386, -87.758941)"
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,1140490.19095,1929986.80672,"(41.963977, -87.75885)"
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,1140462.4131199999,1930021.1816499999,"(41.964072, -87.758951)"
WILSON (FRANK),145,BASKETBALL BACKBOARD,OUTDOOR,1140436.7186199999,1929982.9871700001,"(41.963967, -87.759047)"
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,1199990.6159099999,1833738.9211299999,"(41.698567, -87.543343)"
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,1199961.7960900001,1833772.8269100001,"(41.698661, -87.543448)"
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,1199989.7681499999,1833812.66606,"(41.698769, -87.543344)"
WOLFE (RICHARD),1072,BASKETBALL BACKBOARD,OUTDOOR,1200016.89276,1833775.3698799999,"(41.698666, -87.543246)"
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,1188733.62629,1856675.6226300001,"(41.761784, -87.583829)"
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,1188735.2585,1856605.43413,"(41.761591, -87.583825)"
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,1188528.50137,1856794.23591,"(41.762114, -87.584577)"
WOODHULL (ROSS),1073,BASKETBALL BACKBOARD,OUTDOOR,1188443.0779899999,1856789.3392700001,"(41.762103, -87.58489)"
WOODHULL (ROSS),1073,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1188578.0144,1856671.81424,"(41.761777, -87.584399)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165737.9048899999,1916991.1017400001,"(41.927814, -87.666394)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165760.80412,1917027.7407800001,"(41.927914, -87.666308)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165735.1568700001,1917065.2954899999,"(41.928018, -87.666402)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165715.9213399999,1917028.6567800001,"(41.927918, -87.666473)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165695.7701300001,1917025.90876,"(41.92791, -87.666547)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165670.1228799999,1916989.26972,"(41.92781, -87.666643)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165645.3913,1917023.1607299999,"(41.927904, -87.666733)"
WRIGHTWOOD,1074,BASKETBALL BACKBOARD,OUTDOOR,1165670.1228799999,1917063.4638,"(41.928014, -87.666641)"
SENIOR CITIZENS MEML.,455,SHUFFLEBOARD,SPECIAL,1160505.1013799999,1915101.1235700001,"(41.922738, -87.685675)"
SHERMAN (JOHN),7,HANDBALL/RACQUET (OUT),OUTDOOR,1168893.8601899999,1870162.11567,"(41.799243, -87.656154)"
LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,1170060.6964400001,1935192.9505100001,"(41.977667, -87.649976)"
LINCOLN (ABRAHAM),100,BASKETBALL BACKBOARD,OUTDOOR,1170022.50229,1935259.6170399999,"(41.977851, -87.650114)"
EDGEBROOK,335,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1139614.32262,1943361.2041799999,"(42.000693, -87.761742)"
FIELD (EUGENE),41,BASKETBALL COURT,OUTDOOR,1150032.8483800001,1933995.0283600001,"(41.974795, -87.723659)"
FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,1150034.2371499999,1934019.9413699999,"(41.974863, -87.723654)"
FIELD (EUGENE),41,BASKETBALL BACKBOARD,OUTDOOR,1150033.5426,1933971.3302500001,"(41.97473, -87.723658)"
FOSCO (PETER),1030,GYMNASIUM,INDOOR,1168305.6924099999,1894010.35341,"(41.864698, -87.657623)"
FIELD (EUGENE),41,COMMUNITY GARDEN,OUTDOOR,1150104.93845,1933959.8844000001,"(41.974697, -87.723395)"
FULLER (MELVILLE),4,GYMNASIUM,INDOOR,1174643.4796,1874913.1786799999,"(41.812155, -87.634927)"
FULLER (MELVILLE),4,BOXING CENTER,INDOOR,1174837.7495500001,1874921.27315,"(41.812173, -87.634214)"
ECKHART (BERNARD),208,BOXING CENTER,INDOOR,1167178.50339,1905653.1890499999,"(41.896671, -87.661426)"
GAGE (GEORGE),22,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1161616.8147100001,1868370.90863,"(41.794482, -87.682891)"
GAGE (GEORGE),22,ARTIFICIAL TURF FIELD,OUTDOOR,1161561.02939,1867793.74312,"(41.7929, -87.683111)"
GAGE (GEORGE),22,GYMNASIUM,INDOOR,1161154.1259999999,1868003.1065400001,"(41.793483, -87.684597)"
GARFIELD (JAMES),204,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1151875.06746,1898150.3631800001,"(41.876398, -87.717831)"
GARFIELD (JAMES),204,CASTING PIER,OUTDOOR,1152150.1830500001,1900649.50089,"(41.88325, -87.716755)"
GARFIELD (JAMES),204,SPRAY FEATURE,OUTDOOR,1151900.84005,1897864.55535,"(41.875613, -87.717744)"
GATELY (JAMES),244,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1183332.4041500001,1837660.6665699999,"(41.709732, -87.604215)"
GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,1183519.7177500001,1837367.11204,"(41.708922, -87.603538)"
GATELY (JAMES),244,BASKETBALL COURT,OUTDOOR,1183446.0197399999,1837363.72655,"(41.708914, -87.603808)"
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,1183444.45741,1837403.3097999999,"(41.709023, -87.603813)"
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,1183447.0614,1837330.6537800001,"(41.708824, -87.603805)"
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,1183520.75942,1837404.3514700001,"(41.709024, -87.603533)"
GATELY (JAMES),244,BASKETBALL BACKBOARD,OUTDOOR,1183521.0199200001,1837332.7371100001,"(41.708828, -87.603534)"
GRAND CROSSING,15,GYMNASIUM,INDOOR,1184223.1317,1854458.1090299999,"(41.755805, -87.600429)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178027.71627,1896383.5455199999,"(41.870995, -87.621862)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178069.8152699999,1896386.17674,"(41.871001, -87.621707)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178111.9145899999,1896383.5455199999,"(41.870993, -87.621553)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178167.16973,1896383.5455199999,"(41.870992, -87.62135)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178217.1624100001,1896380.91429,"(41.870983, -87.621166)"
GRANT (ULYSSES),24,TENNIS COURT,OUTDOOR,1178261.89264,1896388.80797,"(41.871004, -87.621002)"
GROSS,1031,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157379.46524,1932049.33868,"(41.969309, -87.696697)"
FIELD (EUGENE),41,WETLAND AREA,OUTDOOR,1150223.2443200001,1934167.4975099999,"(41.975264, -87.722955)"
GOMPERS (SAMUEL),40,LAGOON,OUTDOOR,1147923.5789699999,1933658.6491100001,"(41.973913, -87.731425)"
GOMPERS (SAMUEL),40,WETLAND AREA,OUTDOOR,1148567.0255199999,1934128.1025700001,"(41.975188, -87.729046)"
HAAS (JOSEPH),1032,GYMNASIUM,INDOOR,1157914.68891,1915943.26,"(41.925102, -87.69517)"
HAAS (JOSEPH),1032,FITNESS CENTER,INDOOR,1157914.68891,1915993.66017,"(41.92524, -87.695168)"
HALE (NATHAN),234,BOCCE COURT,SPECIAL,1135662.3351199999,1863006.7192200001,"(41.780262, -87.778194)"
HALE (NATHAN),234,BOCCE COURT,SPECIAL,1135677.1261,1863007.54107,"(41.780264, -87.778139)"
HAMILTON (ALEXANDER),9,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1173764.0551799999,1856926.90396,"(41.762818, -87.638686)"
HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,1173885.6080799999,1856842.42086,"(41.762583, -87.638243)"
HAMILTON (ALEXANDER),9,HANDBALL/RACQUET (OUT),OUTDOOR,1173885.6080799999,1856804.6774899999,"(41.76248, -87.638244)"
HAMILTON (ALEXANDER),9,GYMNASIUM,INDOOR,1174115.64175,1856937.1880600001,"(41.762838, -87.637397)"
HAMLIN (HANNIBAL),106,GYMNASIUM,INDOOR,1162082.42729,1920492.5606199999,"(41.937499, -87.679728)"
HAMLIN (HANNIBAL),106,BOXING CENTER,INDOOR,1162044.9365600001,1920435.3868499999,"(41.937343, -87.679867)"
HARRISON (CARTER),213,GYMNASIUM,INDOOR,1164458.0711699999,1891065.41344,"(41.856699, -87.671831)"
HARRISON (CARTER),213,BOXING CENTER,INDOOR,1164451.5147500001,1891134.25615,"(41.856888, -87.671853)"
HARRISON (CARTER),213,FITNESS CENTER,INDOOR,1164499.04877,1891109.66925,"(41.85682, -87.671679)"
HIAWATHA,229,HORSESHOE COURT,OUTDOOR,1121648.8654499999,1922338.09039,"(41.943314, -87.828291)"
HIAWATHA,229,HORSESHOE COURT,OUTDOOR,1121662.0977,1922338.09039,"(41.943313, -87.828243)"
HOLSTEIN,203,GYMNASIUM,INDOOR,1160715.82635,1914736.33919,"(41.921732, -87.68491)"
HORNER (HENRY),228,BASEBALL SR,OUTDOOR,1157298.4060200001,1927539.4897700001,"(41.956935, -87.697118)"
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157520.22973,1927694.4146499999,"(41.957356, -87.696298)"
HORNER (HENRY),228,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1157527.27171,1927331.7500199999,"(41.956361, -87.696282)"
HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,1162678.0104199999,1882049.52596,"(41.831996, -87.678617)"
HOYNE (THOMAS),1036,HORSESHOE COURT,OUTDOOR,1162691.6626200001,1882050.11946,"(41.831997, -87.678567)"
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,1191601.50966,1862301.24951,"(41.777152, -87.573136)"
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,1190267.2993999999,1862666.922,"(41.778187, -87.578015)"
JACKSON (ANDREW),19,BOAT SLIPS,OUTDOOR,1189852.21165,1866155.6351699999,"(41.787771, -87.579424)"
JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,1190721.5734300001,1864043.1905799999,"(41.781953, -87.576305)"
JACKSON (ANDREW),19,BASKETBALL COURT,OUTDOOR,1190674.3510799999,1864011.24609,"(41.781866, -87.576479)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1190747.2679300001,1864004.30155,"(41.781846, -87.576212)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1190694.49015,1864084.16261,"(41.782066, -87.576403)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1190649.3511300001,1864052.2181200001,"(41.781979, -87.57657)"
JACKSON (ANDREW),19,BASKETBALL BACKBOARD,OUTDOOR,1190700.0455799999,1863972.3570600001,"(41.781759, -87.576386)"
JACKSON (ANDREW),19,PLAYGROUND,OUTDOOR,1188869.80253,1860962.2118299999,"(41.773543, -87.583193)"
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,1189159.86198,1863101.9785500001,"(41.779408, -87.582061)"
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,1188871.6306100001,1863223.8083599999,"(41.779749, -87.583114)"
JACKSON (ANDREW),19,BASEBALL JR/SOFTBALL,OUTDOOR,1188743.8578999999,1862926.6626299999,"(41.778937, -87.583592)"
JENSEN (CHRIST),82,GYMNASIUM,INDOOR,1150676.3894100001,1930854.3135200001,"(41.966164, -87.721375)"
KELLY (EDWARD),260,BASKETBALL COURT,OUTDOOR,1158601.22789,1876950.1523,"(41.818087, -87.693715)"
KELVYN (WILLIAM),126,GYMNASIUM,INDOOR,1146219.11781,1917321.37142,"(41.929114, -87.73811)"
KENNICOTT (JONATHAN),485,GYMNASIUM,INDOOR,1184865.58317,1875787.64445,"(41.81432, -87.597406)"
KOSCIUSZKO (THADEUZ),120,BASKETBALL BACKBOARD,OUTDOOR,1150009.52788,1918256.5178499999,"(41.931608, -87.724157)"
KOSCIUSZKO (THADEUZ),120,BASKETBALL BACKBOARD,OUTDOOR,1149924.14387,1918254.62054,"(41.931604, -87.72447)"
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1171679.3132799999,1930043.48016,"(41.963501, -87.644176)"
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1172388.8263000001,1930227.7186400001,"(41.963991, -87.641562)"
LINCOLN (ABRAHAM),100,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1172247.7078199999,1930600.11488,"(41.965016, -87.642069)"
LINCOLN (ABRAHAM),100,FITNESS CENTER,INDOOR,1170058.85032,1933310.19738,"(41.972501, -87.650038)"
LINCOLN (ABRAHAM),100,GYMNASIUM,INDOOR,1170070.3765400001,1933261.2109300001,"(41.972366, -87.649997)"
LOYOLA,115,SHUFFLEBOARD,SPECIAL,1167150.9398000001,1947168.5354800001,"(42.010592, -87.66033)"
LOYOLA,115,SHUFFLEBOARD,SPECIAL,1167143.9608100001,1947163.1982199999,"(42.010577, -87.660356)"
LOYOLA,115,SHUFFLEBOARD,SPECIAL,1167136.9814899999,1947157.0401000001,"(42.01056, -87.660382)"
LOYOLA,115,BOXING CENTER,INDOOR,1166861.6231199999,1947289.8656200001,"(42.010931, -87.661391)"
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR,1156671.44304,1859590.3805800001,"(41.770489, -87.701262)"
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR,1156660.9177999999,1859590.93472,"(41.77049, -87.7013)"
MARQUETTE (JACQUES),10,HORSESHOE COURT,OUTDOOR,1156650.39255,1859591.4885199999,"(41.770492, -87.701339)"
OGDEN (WILLIAM),8,BOXING CENTER,INDOOR,1169390.24175,1861312.8118499999,"(41.774949, -87.65459)"
PASCHEN (CHRISTIAN),1057,VOLLEYBALL,OUTDOOR,1161884.9519700001,1946590.6816499999,"(42.009118, -87.679722)"
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,1150495.91307,1938901.75116,"(41.98825, -87.721828)"
PETERSON (PEHR SAMUEL),452,BASKETBALL BACKBOARD,OUTDOOR,1150495.2083399999,1938894.70688,"(41.988231, -87.721831)"
PIOTROWSKI (LILLIAN),230,WATER PLAYGROUND,OUTDOOR,1148535.8517,1883447.96049,"(41.836118, -87.730471)"
PORTAGE,147,SENIOR CENTER,INDOOR,1138516.95737,1927102.12745,"(41.956097, -87.766175)"
PULASKI (CASIMER),217,BASEBALL JR/SOFTBALL,OUTDOOR,1166558.7887500001,1909029.8315699999,"(41.90595, -87.663606)"
PULASKI (CASIMER),217,GYMNASIUM,INDOOR,1166547.79993,1909291.02889,"(41.906667, -87.663639)"
RAINBOW BEACH,1001,FOOTBALL/SOCCER COMBO FLD,OUTDOOR,1198040.9853000001,1855107.23896,"(41.757252, -87.549769)"
SCHREIBER,1061,SPRAY FEATURE,OUTDOOR,1164539.28688,1943104.3319900001,"(41.999495, -87.670055)"
SEWARD (WILLIAM),108,BASKETBALL COURT,OUTDOOR,1173292.20704,1907868.6098199999,"(41.902617, -87.638906)"
